0,1,2,3,4
01508.png,neg,1,Man,white
01510.png,neutral,1,Man,black
01511.png,pos,0,Man,black
01514.png,pos,1,Man,asian
01515.png,pos,1,Woman,white
01516.png,pos,1,Man,latino hispanic
01517.png,pos,1,Man,black
01518.png,pos,1,Man,asian
01520.png,neutral,1,Woman,white
01521.png,pos,1,Man,latino hispanic
01523.png,pos,1,Woman,latino hispanic
01524.png,neutral,1,Man,black
01526.png,pos,0,Woman,white
01529.png,pos,0,Man,latino hispanic
01533.png,pos,1,Man,asian
01536.png,neutral,1,Man,latino hispanic
01539.png,pos,0,Man,asian
01543.png,pos,1,Man,asian
01545.png,neg,1,Man,white
01548.png,neutral,0,Man,black
01549.png,neutral,1,Man,asian
01552.png,neg,1,Man,white
01554.png,neg,1,Woman,white
01556.png,pos,1,Man,black
01558.png,neutral,1,Man,asian
01559.png,neutral,0,Man,asian
01564.png,neg,1,Man,asian
01565.png,neutral,1,Man,asian
01567.png,pos,1,Man,asian
01569.png,neutral,0,Man,latino hispanic
01570.png,neutral,1,Man,latino hispanic
01572.png,neg,0,Man,latino hispanic
01573.png,neg,1,Woman,latino hispanic
01574.png,pos,0,Man,black
01577.png,pos,0,Man,latino hispanic
01580.png,pos,1,Man,asian
01585.png,neg,0,Woman,white
01588.png,pos,0,Woman,latino hispanic
01590.png,pos,0,Woman,latino hispanic
01593.png,pos,0,Man,asian
01595.png,pos,0,Man,asian
01597.png,neg,0,Man,white
01598.png,pos,0,Woman,black
01600.png,pos,1,Man,asian
01601.png,pos,0,Man,black
01602.png,pos,1,Man,asian
01604.png,pos,0,Woman,latino hispanic
01609.png,neutral,1,Man,asian
01614.png,pos,0,Man,asian
01619.png,pos,0,Man,latino hispanic
01621.png,pos,0,Man,latino hispanic
01626.png,pos,0,Woman,black
01627.png,pos,0,Man,latino hispanic
01629.png,neg,1,Man,white
01634.png,pos,1,Man,latino hispanic
01638.png,pos,0,Woman,latino hispanic
01639.png,pos,0,Woman,latino hispanic
01640.png,pos,0,Man,asian
01642.png,pos,0,Man,latino hispanic
01648.png,neutral,0,Man,black
01650.png,neutral,1,Man,asian
01652.png,neutral,0,Man,asian
01660.png,pos,1,Man,asian
01661.png,neg,0,Man,asian
01662.png,neg,0,Woman,white
01663.png,pos,1,Man,latino hispanic
01664.png,pos,0,Man,asian
01670.png,neutral,1,Man,latino hispanic
01671.png,pos,0,Man,latino hispanic
01672.png,pos,1,Man,asian
01674.png,neg,1,Man,white
01676.png,pos,1,Man,black
01679.png,neutral,0,Man,latino hispanic
01683.png,pos,1,Man,asian
01686.png,neg,0,Man,white
01689.png,neg,1,Man,latino hispanic
01690.png,neutral,0,Man,latino hispanic
01691.png,neg,1,Woman,white
01693.png,neutral,0,Man,asian
01695.png,pos,1,Man,asian
01696.png,neg,1,Woman,white
01697.png,pos,0,Man,asian
01698.png,neutral,0,Man,asian
01699.png,neg,0,Man,white
01700.png,neutral,1,Man,asian
01704.png,pos,0,Man,latino hispanic
01705.png,neutral,0,Man,asian
01707.png,pos,0,Man,asian
01708.png,neg,0,Woman,asian
01709.png,neutral,1,Man,asian
01710.png,pos,0,Woman,latino hispanic
01712.png,neg,1,Woman,asian
01713.png,pos,0,Man,latino hispanic
01715.png,neutral,1,Man,latino hispanic
01718.png,neg,1,Man,white
01720.png,neutral,0,Man,black
01721.png,neutral,1,Man,latino hispanic
01722.png,pos,0,Man,latino hispanic
01724.png,neg,1,Man,white
01726.png,neutral,0,Man,latino hispanic
01727.png,neg,1,Man,black
01729.png,pos,1,Woman,latino hispanic
01730.png,neutral,0,Man,asian
01731.png,pos,0,Man,asian
01734.png,pos,0,Man,black
01735.png,pos,1,Man,asian
01738.png,pos,1,Woman,latino hispanic
01745.png,pos,0,Man,asian
01746.png,pos,0,Man,asian
01749.png,neg,0,Man,white
01752.png,pos,0,Man,asian
01753.png,neutral,1,Man,black
01757.png,neg,1,Man,white
01758.png,neutral,1,Man,latino hispanic
01759.png,pos,1,Man,asian
01760.png,pos,0,Man,asian
01764.png,pos,0,Man,asian
01766.png,pos,0,Man,latino hispanic
01768.png,pos,0,Man,asian
01770.png,neutral,0,Man,black
01774.png,neutral,0,Man,latino hispanic
01775.png,neutral,0,Man,asian
01783.png,pos,1,Man,black
01788.png,neg,0,Man,asian
01790.png,pos,0,Woman,white
01791.png,pos,0,Man,asian
01794.png,neutral,0,Woman,white
01795.png,pos,0,Man,asian
01796.png,neg,0,Man,white
01797.png,pos,1,Man,asian
01799.png,neutral,1,Man,black
01800.png,pos,1,Man,latino hispanic
01801.png,pos,0,Woman,white
01803.png,pos,1,Man,black
01806.png,neutral,0,Man,asian
01807.png,neg,0,Man,white
01808.png,neutral,0,Man,black
01811.png,neutral,1,Man,asian
01814.png,neg,1,Man,white
01816.png,neg,1,Man,asian
01822.png,neg,1,Man,asian
01823.png,neg,0,Man,asian
01827.png,pos,0,Man,asian
01828.png,neutral,1,Man,asian
01831.png,neg,0,Man,white
01833.png,neg,0,Man,latino hispanic
01834.png,neutral,0,Woman,white
01835.png,pos,1,Man,latino hispanic
01837.png,neutral,1,Man,latino hispanic
01839.png,neg,1,Man,white
01840.png,neg,1,Man,latino hispanic
01841.png,pos,0,Man,asian
01842.png,pos,0,Woman,asian
01844.png,pos,0,Woman,asian
01845.png,pos,0,Woman,white
01847.png,neg,1,Man,latino hispanic
01848.png,pos,0,Man,latino hispanic
01850.png,pos,0,Woman,white
01851.png,neg,1,Man,white
01852.png,pos,0,Woman,latino hispanic
01855.png,pos,0,Woman,white
01856.png,pos,0,Man,asian
01857.png,pos,1,Man,asian
01858.png,neutral,0,Man,latino hispanic
01859.png,pos,0,Woman,white
01860.png,pos,0,Woman,asian
01861.png,pos,0,Man,latino hispanic
01862.png,neg,1,Man,white
01863.png,pos,1,Woman,white
01865.png,pos,0,Man,latino hispanic
01867.png,pos,0,Woman,white
01868.png,pos,1,Man,asian
01869.png,pos,0,Man,asian
01874.png,pos,0,Man,latino hispanic
01875.png,pos,1,Man,asian
01879.png,neutral,0,Man,asian
01880.png,neutral,1,Man,asian
01882.png,neutral,0,Man,latino hispanic
01883.png,pos,0,Man,latino hispanic
01887.png,pos,0,Man,asian
01890.png,neutral,1,Man,black
01891.png,neutral,0,Man,asian
01892.png,pos,0,Woman,latino hispanic
01893.png,pos,0,Man,asian
01894.png,pos,0,Woman,asian
01895.png,neutral,0,Woman,latino hispanic
01897.png,pos,0,Man,black
01899.png,pos,1,Man,latino hispanic
01901.png,pos,0,Man,asian
01902.png,pos,0,Woman,white
01903.png,neg,1,Woman,white
01904.png,pos,0,Woman,asian
01906.png,pos,0,Woman,latino hispanic
01909.png,pos,0,Woman,white
01912.png,neg,0,Man,asian
01913.png,neutral,0,Man,asian
01915.png,pos,1,Man,latino hispanic
01921.png,pos,0,Woman,white
01922.png,pos,1,Man,latino hispanic
01923.png,pos,0,Man,asian
01924.png,pos,0,Man,asian
01926.png,neutral,0,Man,black
01927.png,pos,0,Man,latino hispanic
01930.png,pos,1,Man,latino hispanic
01931.png,neutral,0,Woman,white
01932.png,neutral,1,Woman,latino hispanic
01933.png,pos,0,Man,asian
01934.png,pos,0,Man,asian
01935.png,pos,1,Woman,latino hispanic
01936.png,neg,1,Man,white
01937.png,pos,1,Woman,white
01942.png,pos,1,Man,asian
01950.png,neg,1,Man,white
01951.png,neg,1,Man,asian
01954.png,pos,1,Man,asian
01956.png,neg,0,Man,latino hispanic
01959.png,pos,1,Man,asian
01962.png,pos,1,Man,latino hispanic
01964.png,pos,0,Woman,white
01965.png,pos,0,Woman,black
01966.png,neutral,0,Man,asian
01968.png,neutral,0,Woman,white
01972.png,pos,0,Woman,white
01973.png,pos,0,Man,latino hispanic
01974.png,pos,1,Man,asian
01975.png,pos,1,Man,asian
01976.png,pos,0,Man,latino hispanic
01977.png,pos,0,Man,latino hispanic
01978.png,neutral,0,Man,asian
01979.png,pos,1,Man,black
01980.png,pos,1,Man,latino hispanic
01982.png,neg,0,Man,white
01984.png,pos,0,Woman,asian
01986.png,pos,0,Woman,white
01987.png,pos,0,Man,asian
01989.png,pos,0,Woman,white
01990.png,neutral,0,Woman,latino hispanic
01991.png,pos,0,Woman,white
01994.png,pos,1,Man,black
01995.png,pos,0,Woman,white
01996.png,neutral,0,Woman,asian
01997.png,neg,1,Man,white
01998.png,pos,0,Woman,white
01999.png,pos,0,Woman,asian
02000.png,pos,1,Woman,latino hispanic
02001.png,pos,0,Woman,asian
02003.png,pos,1,Woman,white
02005.png,pos,0,Woman,white
02006.png,pos,1,Man,latino hispanic
02008.png,pos,0,Woman,asian
02009.png,neg,1,Woman,white
02010.png,neg,0,Woman,white
02011.png,neutral,0,Man,black
02012.png,neg,0,Man,white
02013.png,pos,0,Woman,white
02014.png,neg,0,Man,black
02015.png,pos,0,Woman,white
02016.png,pos,1,Man,latino hispanic
02017.png,pos,1,Man,black
02018.png,pos,1,Man,latino hispanic
02019.png,neutral,1,Man,asian
02021.png,pos,0,Man,asian
02022.png,pos,0,Man,latino hispanic
02023.png,pos,0,Woman,white
02024.png,pos,1,Woman,white
02027.png,neg,0,Man,white
02028.png,pos,0,Man,asian
02029.png,neutral,0,Man,latino hispanic
02030.png,pos,0,Man,asian
02031.png,neg,0,Man,white
02032.png,neutral,0,Man,asian
02033.png,neutral,1,Man,asian
02034.png,neutral,0,Woman,white
02035.png,neutral,0,Woman,asian
02040.png,pos,0,Woman,white
02041.png,pos,0,Man,asian
02042.png,pos,0,Man,latino hispanic
02044.png,neutral,0,Woman,asian
02046.png,pos,0,Woman,white
02048.png,pos,0,Man,asian
02049.png,neutral,0,Man,asian
02050.png,pos,0,Woman,white
02051.png,neg,0,Man,latino hispanic
02054.png,pos,1,Woman,white
02056.png,neg,0,Man,white
02057.png,neutral,0,Man,asian
02058.png,pos,0,Woman,white
02059.png,pos,0,Woman,asian
02060.png,neg,0,Man,black
02061.png,pos,0,Woman,white
02062.png,pos,0,Woman,white
02063.png,pos,0,Woman,latino hispanic
02065.png,pos,1,Woman,asian
02066.png,neg,1,Woman,white
02067.png,neg,1,Man,white
02068.png,pos,0,Woman,white
02071.png,pos,0,Man,asian
02072.png,neutral,1,Man,asian
02074.png,pos,1,Woman,white
02075.png,neutral,0,Man,asian
02076.png,pos,0,Woman,white
02077.png,pos,0,Woman,white
02080.png,pos,0,Woman,white
02082.png,neutral,0,Man,asian
02085.png,pos,0,Man,black
02086.png,pos,1,Woman,asian
02090.png,pos,1,Woman,white
02091.png,neutral,0,Woman,white
02093.png,neg,0,Man,white
02094.png,neutral,0,Woman,white
02095.png,pos,0,Woman,white
02097.png,pos,1,Man,latino hispanic
02099.png,pos,0,Man,asian
02100.png,neutral,0,Man,latino hispanic
02101.png,neutral,1,Woman,latino hispanic
02102.png,neg,1,Man,black
02103.png,neutral,1,Woman,asian
02104.png,pos,0,Woman,asian
02106.png,pos,0,Woman,white
02107.png,pos,0,Woman,white
02108.png,pos,1,Woman,white
02109.png,pos,0,Woman,latino hispanic
02110.png,neg,1,Man,asian
02112.png,pos,1,Man,asian
02113.png,pos,0,Woman,latino hispanic
02115.png,pos,1,Woman,white
02116.png,neutral,0,Woman,asian
02117.png,neutral,0,Man,latino hispanic
02119.png,neg,1,Man,asian
02121.png,pos,1,Man,latino hispanic
02122.png,neutral,0,Woman,white
02123.png,pos,0,Man,asian
02125.png,pos,0,Woman,asian
02126.png,neutral,1,Man,asian
02127.png,neutral,0,Woman,asian
02128.png,pos,0,Woman,white
02130.png,neg,1,Man,asian
02131.png,pos,1,Man,latino hispanic
02132.png,pos,1,Woman,white
02133.png,neutral,0,Man,asian
02135.png,neg,0,Woman,white
02136.png,pos,1,Man,asian
02138.png,pos,1,Woman,black
02139.png,pos,1,Woman,asian
02140.png,pos,1,Man,black
02141.png,pos,0,Man,asian
02143.png,neg,1,Man,white
02144.png,neutral,0,Woman,white
02145.png,neg,1,Man,white
02146.png,pos,0,Woman,latino hispanic
02148.png,neg,0,Man,white
02149.png,neutral,0,Woman,latino hispanic
02151.png,pos,1,Woman,latino hispanic
02152.png,neutral,1,Man,asian
02153.png,pos,0,Man,asian
02155.png,neutral,1,Woman,asian
02156.png,pos,1,Woman,asian
02158.png,pos,0,Man,black
02159.png,neutral,0,Man,asian
02160.png,pos,1,Man,black
02162.png,pos,1,Man,asian
02166.png,pos,0,Man,black
02167.png,neutral,0,Woman,latino hispanic
02168.png,pos,0,Man,asian
02169.png,neutral,1,Woman,black
02170.png,pos,0,Woman,white
02171.png,neg,0,Man,white
02172.png,pos,0,Woman,white
02173.png,neutral,0,Woman,white
02174.png,neg,1,Man,white
02175.png,pos,0,Woman,white
02177.png,pos,0,Woman,black
02178.png,neutral,1,Man,asian
02180.png,pos,0,Woman,latino hispanic
02181.png,pos,0,Woman,asian
02183.png,neg,0,Man,white
02184.png,pos,0,Woman,asian
02185.png,pos,0,Woman,asian
02186.png,pos,0,Man,latino hispanic
02189.png,pos,1,Man,asian
02190.png,neg,0,Man,white
02192.png,neg,0,Woman,white
02193.png,pos,1,Man,black
02194.png,neutral,0,Woman,white
02195.png,neg,1,Man,white
02196.png,neg,0,Woman,white
02197.png,neg,1,Man,latino hispanic
02199.png,pos,1,Man,asian
02202.png,pos,0,Woman,asian
02203.png,neg,1,Man,white
02204.png,neutral,1,Man,asian
02205.png,pos,0,Man,asian
02206.png,pos,1,Woman,asian
02207.png,pos,1,Woman,white
02212.png,pos,0,Man,asian
02214.png,neg,0,Man,white
02217.png,neg,1,Man,white
02219.png,pos,0,Woman,white
02220.png,pos,0,Woman,white
02224.png,pos,0,Man,black
02226.png,pos,1,Woman,white
02229.png,pos,0,Man,asian
02231.png,neg,0,Man,asian
02232.png,pos,0,Woman,white
02237.png,pos,1,Man,asian
02238.png,pos,0,Woman,white
02239.png,pos,0,Man,asian
02240.png,pos,0,Woman,white
02241.png,neg,1,Man,white
02243.png,pos,0,Woman,white
02244.png,pos,0,Woman,asian
02245.png,pos,0,Woman,asian
02247.png,pos,0,Man,asian
02248.png,neutral,0,Man,latino hispanic
02249.png,pos,0,Woman,asian
02252.png,pos,0,Woman,white
02253.png,pos,0,Man,asian
02254.png,pos,0,Man,asian
02255.png,pos,0,Man,asian
02256.png,pos,0,Woman,latino hispanic
02259.png,neutral,0,Woman,white
02260.png,pos,0,Woman,asian
02262.png,neutral,0,Man,black
02264.png,pos,0,Woman,asian
02265.png,pos,0,Man,asian
02267.png,neg,1,Man,asian
02269.png,pos,1,Woman,black
02270.png,neg,0,Man,latino hispanic
02271.png,neutral,0,Woman,asian
02273.png,neutral,0,Man,black
02274.png,neg,1,Woman,white
02276.png,neutral,0,Man,latino hispanic
02277.png,neutral,0,Woman,white
02278.png,pos,1,Woman,white
02279.png,pos,0,Woman,white
02280.png,pos,0,Woman,asian
02282.png,pos,1,Woman,white
02283.png,neg,0,Man,white
02284.png,pos,0,Man,asian
02285.png,neutral,0,Man,asian
02287.png,neutral,0,Man,latino hispanic
02288.png,pos,1,Man,black
02289.png,pos,0,Woman,latino hispanic
02290.png,pos,0,Woman,white
02291.png,pos,1,Woman,latino hispanic
02293.png,pos,0,Woman,asian
02294.png,pos,0,Woman,white
02295.png,pos,1,Man,asian
02296.png,pos,1,Man,asian
02298.png,pos,0,Woman,white
02301.png,pos,0,Woman,white
02302.png,pos,0,Man,asian
02303.png,neutral,0,Man,latino hispanic
02304.png,pos,1,Man,latino hispanic
02305.png,neg,1,Man,asian
02307.png,neg,0,Man,white
02309.png,pos,1,Woman,asian
02312.png,pos,1,Man,black
02314.png,pos,0,Woman,white
02315.png,neutral,0,Woman,asian
02316.png,neg,0,Woman,latino hispanic
02317.png,neutral,0,Woman,asian
02318.png,pos,1,Man,latino hispanic
02319.png,pos,0,Woman,asian
02320.png,pos,0,Man,asian
02321.png,pos,0,Man,latino hispanic
02324.png,neg,1,Man,white
02327.png,pos,0,Man,latino hispanic
02328.png,neg,0,Woman,white
02330.png,pos,1,Man,asian
02331.png,pos,1,Woman,white
02333.png,pos,0,Man,asian
02338.png,pos,0,Woman,white
02341.png,pos,1,Man,asian
02342.png,pos,0,Woman,white
02344.png,neg,0,Man,white
02345.png,pos,0,Man,asian
02346.png,neutral,0,Woman,latino hispanic
02347.png,pos,0,Man,asian
02348.png,pos,0,Man,latino hispanic
02349.png,neg,0,Woman,white
02352.png,pos,0,Woman,white
02353.png,pos,0,Woman,white
02355.png,pos,0,Woman,latino hispanic
02356.png,neg,1,Man,asian
02357.png,pos,0,Man,latino hispanic
02358.png,neutral,0,Woman,asian
02359.png,pos,1,Man,asian
02360.png,pos,0,Man,asian
02361.png,neutral,1,Woman,white
02362.png,pos,1,Woman,asian
02363.png,neutral,0,Man,latino hispanic
02364.png,pos,0,Man,latino hispanic
02366.png,pos,0,Man,black
02367.png,neg,1,Man,asian
02368.png,neutral,0,Woman,latino hispanic
02370.png,neutral,0,Man,asian
02371.png,neutral,0,Man,asian
02373.png,pos,0,Woman,white
02374.png,pos,1,Man,latino hispanic
02376.png,neutral,0,Man,asian
02378.png,neg,1,Man,latino hispanic
02379.png,pos,0,Woman,white
02380.png,pos,1,Woman,white
02381.png,neutral,1,Man,asian
02382.png,pos,0,Woman,white
02383.png,neg,1,Man,white
02384.png,pos,0,Man,asian
02385.png,pos,0,Woman,asian
02387.png,pos,0,Man,latino hispanic
02388.png,neutral,0,Woman,white
02389.png,pos,0,Woman,white
02390.png,pos,0,Woman,white
02395.png,pos,1,Man,asian
02397.png,neutral,1,Man,asian
02399.png,pos,0,Woman,white
02400.png,pos,0,Man,asian
02401.png,pos,0,Woman,white
02402.png,neg,1,Man,white
02406.png,neutral,0,Woman,asian
02407.png,neutral,0,Woman,white
02409.png,neg,0,Woman,white
02411.png,neutral,0,Man,asian
02412.png,neutral,0,Woman,asian
02415.png,neutral,0,Man,latino hispanic
02416.png,neutral,1,Woman,asian
02417.png,neutral,0,Man,latino hispanic
02418.png,pos,1,Woman,asian
02419.png,pos,0,Woman,white
02420.png,pos,0,Man,asian
02421.png,pos,0,Woman,white
02422.png,pos,1,Woman,white
02423.png,neutral,0,Woman,asian
02424.png,neutral,1,Woman,white
02425.png,pos,0,Woman,asian
02428.png,pos,1,Woman,white
02429.png,pos,0,Woman,white
02430.png,pos,0,Woman,white
02432.png,neutral,0,Woman,white
02433.png,neutral,0,Man,asian
02434.png,pos,0,Woman,white
02436.png,pos,0,Man,asian
02437.png,pos,1,Woman,white
02438.png,neutral,0,Woman,asian
02441.png,neg,0,Man,white
02444.png,neg,1,Man,asian
02446.png,neutral,0,Man,latino hispanic
02447.png,neutral,0,Woman,white
02448.png,pos,0,Woman,white
02449.png,pos,0,Man,asian
02450.png,neg,0,Woman,white
02451.png,neg,1,Man,asian
02452.png,neg,1,Man,white
02453.png,pos,0,Man,black
02455.png,pos,0,Woman,white
02456.png,pos,0,Woman,asian
02459.png,neg,0,Woman,white
02460.png,pos,0,Woman,asian
02461.png,neg,1,Man,white
02462.png,pos,0,Man,asian
02463.png,neutral,0,Man,black
02465.png,neutral,0,Man,black
02466.png,neutral,1,Man,asian
02468.png,neutral,1,Man,asian
02469.png,pos,0,Woman,asian
02470.png,neutral,0,Man,asian
02472.png,neutral,0,Man,asian
02473.png,neg,0,Woman,white
02474.png,neutral,1,Man,asian
02475.png,pos,0,Man,asian
02476.png,neutral,1,Man,black
02479.png,pos,0,Woman,white
02481.png,pos,0,Woman,white
02482.png,pos,1,Woman,white
02483.png,neg,1,Man,white
02484.png,pos,1,Man,asian
02486.png,pos,0,Woman,latino hispanic
02489.png,pos,0,Woman,white
02490.png,neutral,0,Man,asian
02491.png,neutral,0,Man,black
02492.png,pos,0,Woman,asian
02493.png,pos,1,Woman,white
02496.png,pos,0,Man,asian
02497.png,neg,1,Man,white
02498.png,neutral,1,Man,asian
02503.png,neutral,0,Woman,latino hispanic
02504.png,neutral,0,Woman,white
02506.png,neutral,0,Man,black
02509.png,pos,0,Woman,latino hispanic
02512.png,neg,1,Man,white
02515.png,neutral,0,Woman,white
02517.png,pos,0,Man,latino hispanic
02518.png,neutral,0,Man,asian
02519.png,pos,0,Woman,latino hispanic
02520.png,pos,1,Woman,white
02522.png,pos,0,Woman,white
02523.png,pos,0,Woman,white
02524.png,pos,0,Woman,asian
02525.png,neutral,0,Woman,asian
02526.png,pos,0,Man,black
02527.png,neg,1,Man,white
02529.png,pos,1,Woman,latino hispanic
02530.png,neutral,0,Man,asian
02532.png,neutral,0,Woman,white
02534.png,pos,0,Man,asian
02535.png,neutral,0,Man,latino hispanic
02538.png,neutral,1,Man,latino hispanic
02540.png,pos,0,Woman,asian
02541.png,pos,1,Man,black
02542.png,pos,1,Woman,asian
02544.png,pos,1,Woman,asian
02546.png,pos,0,Woman,white
02547.png,neg,1,Man,white
02548.png,pos,1,Woman,white
02549.png,pos,0,Woman,latino hispanic
02551.png,pos,0,Man,asian
02553.png,neutral,0,Man,black
02557.png,pos,1,Woman,latino hispanic
02561.png,pos,0,Man,black
02562.png,pos,1,Woman,asian
02563.png,pos,0,Man,latino hispanic
02564.png,pos,0,Woman,white
02565.png,pos,0,Man,asian
02567.png,pos,1,Woman,white
02568.png,pos,0,Woman,white
02569.png,pos,0,Woman,white
02570.png,neutral,0,Man,asian
02573.png,neutral,0,Woman,asian
02575.png,pos,0,Woman,asian
02576.png,pos,1,Woman,black
02577.png,pos,0,Man,asian
02578.png,pos,1,Woman,latino hispanic
02581.png,pos,1,Man,asian
02582.png,neg,1,Man,white
02585.png,neg,0,Man,white
02586.png,pos,0,Woman,asian
02587.png,neg,0,Man,white
02589.png,neutral,0,Woman,asian
02590.png,neg,0,Woman,asian
02592.png,neutral,0,Woman,white
02593.png,neutral,1,Man,asian
02594.png,pos,0,Man,asian
02596.png,pos,0,Woman,black
02597.png,neg,1,Man,white
02598.png,neutral,0,Woman,asian
02600.png,neutral,0,Man,asian
02601.png,pos,0,Man,asian
02602.png,pos,0,Woman,white
02603.png,pos,0,Woman,black
02604.png,neutral,1,Woman,latino hispanic
02606.png,neutral,0,Man,asian
02608.png,pos,1,Woman,white
02609.png,pos,0,Woman,asian
02610.png,neg,0,Man,asian
02611.png,neg,0,Man,white
02612.png,pos,0,Woman,white
02614.png,pos,1,Woman,white
02615.png,pos,0,Woman,white
02617.png,pos,0,Woman,asian
02618.png,neutral,0,Woman,white
02619.png,pos,0,Woman,white
02620.png,neutral,0,Man,asian
02621.png,neutral,1,Woman,asian
02623.png,pos,0,Woman,latino hispanic
02624.png,neutral,0,Woman,white
02625.png,neutral,0,Man,black
02628.png,pos,0,Woman,asian
02629.png,pos,0,Woman,white
02631.png,pos,0,Woman,latino hispanic
02632.png,pos,1,Man,latino hispanic
02633.png,pos,0,Man,asian
02634.png,neutral,0,Man,asian
02635.png,pos,1,Woman,white
02636.png,pos,1,Woman,white
02637.png,pos,1,Woman,white
02638.png,neutral,0,Man,asian
02639.png,pos,0,Woman,white
02640.png,neutral,1,Man,black
02641.png,neutral,1,Woman,white
02642.png,pos,1,Man,latino hispanic
02645.png,pos,0,Woman,asian
02646.png,pos,0,Woman,asian
02647.png,neg,0,Man,asian
02648.png,neutral,1,Man,black
02649.png,neg,1,Man,white
